index::delimiter::domain::delimiter::post
1::delimiter::frontend::delimiter::Your job is to push the boundaries of excellent front-end development, using the latest web technologies:. . Build responsive and interactive websites, working closely with our team of designers and our clients. Slick animation, beautiful scrolling, stunning transitions.. Follow best practices and coding standards to ensure we have clean HTML and CSS, and things work smoothly regardless of the browser or device.. Collaborate with designers to build UI/UX competency across the teams, and be proactively involved in the design stages. We are looking for someone with both the designing and programming mindsets.. Work as part of a team to meet demanding project requirements.. Stay motivated and up-to-date on the latest developments and trends in web design & development.. Your Skills and Experience. At least 4 years’ experience in front-end development.. Possess very Good skills at CSS (SASS), HTML5, and pure Javascript coding.. Possess deep knowledge in front-end best practices, especially to help long term maintenance across major browsers.. Possess high experience in responsive UI: know how to make sure the UI works in multiple resolutions, know how to make sure the UI is rendered fast on mobile.. Know how to deliver an optimized UI with good performance including the use of font, images, CDN,….. Experienced in Agile Development methodologies, SCRUM process. Can coach other junior front end developer. Language skills: Good written and spoken English.. Nice to have: an architectural mindset when design the front-end elements and styles for a medium – large scale websites.
2::delimiter::frontend::delimiter::Who we are looking for:. . The front-end software engineer to join a highly skilled and experienced team and do challenging tasks involving the latest technologies. . You will:. . Possibility to participate in international projects for world’s leading companies. Solidify your expertise in your chosen area and be recognized as a community developer. Write “clean”, well-designed code to develop and deliver products in various types using HTML5, CSS3, and Javascript. Creating visually appealing web pages, mobile devices or any interfaces – collaborate with the usability and design teams to define prototypes of dynamic web pages and JavaScript components. Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality. Testing cross-browser, cross-platform, and/or cross-device compatibility for inconsistenciesInitiate automated solutions that enable better efficiency and process improvement. Contributes to continual improvement by suggesting improvements to user interface, software architecture or new technologies. Develop new solutions as well as fixing issues and errors with existing applications. Migrate the applications into the production environment, file management. Participate in code reviews, follow industry best practices and research new technologies. Your Skills and Experience. 2+ years experience in HTML5, CSS3, Javascript, Responsive Design. Working experience with API integration, can handle complex flow/logic. Experience with text/photo/video web editor. Develop nice and abstract web animation with high performance for user experience. Understand and know-how of user experience practice in website development. English communication is a big plus but not compulsory. Working experience with Git (can handle merge code, review code). Proactive, ability to analyze and solving problems skills
3::delimiter::frontend::delimiter::Develop new user-facing features. . Maintain and improve our features.. Ensure the technical feasibility of UI/UX designs. . Optimize application for maximum speed and scalability. . Collaborate with other team members and stakeholders. . Stay up-to-date on emerging technologies.. Build a web page based on the design from the UI/UX Designer. . Opportunity to work with both Front-end and Back-end.. Your Skills and Experience. Experienced in AngylarJS, jQuery, JavaScript ES6, HTML5, CSS3, SASS, 1- 3 years.. Experience in RESTful API.. Good teamwork skills (self-study new technologies, sharing and discuss with other members). Have a design background or experience with UX/UI design or visual design.. Experience in web-based technologies, micro-service.. Experience with responsive and adaptive design.. Knowledge and experience are the following advantages: Basic knowledge about the CRM system/ Knowledge of SEO principles .. Webpack, Gulp, Laravel Mix ( Can Be active in self-research ). Optimize Code Frontend of System. Build Hyper App for some process of the department.
4::delimiter::frontend::delimiter::Keep our services well maintained. Improve user experience. Your Skills and Experience. Must have. . 2+ years experience in the frontend (e.g., React.js, Vue.js). Have good UI-skills (e.g., HTML, CSS). Experience with organizing CSS (e.g. BEM). Nice to have. . Experience with the web framework (e.g., Ruby on Rails, Laravel, Express.js, django). Motivation to learn new programming languages. Experience with the testing framework (e.g., Jest, Mocha, Ava). Experience with Amazon Web Services. Flexible Points. . You can join the interview now and can set your entrance schedule after Tet holiday. . We welcome the engineers who want to learn Ruby on Rails.. Benefits. . - Salary review: Twice a year. - Bonus: 13th-month salary. - Paid leave: 15 days in total, Maternity leave for partner (extra 5 days). - Awards: Monthly Culture Hero, Half-year MVP for excellent members. - Activities: Company trip, Year-end party, Half-year party, team-building, happy hour, etc.... - Devices: MacBook Pro + Dell Monitor. - Working hour: Monday to Friday (working hour starts from 8am to 9am). - Health care: Annual health check. - Insurance:. . Social Insurance, Health Insurance, Unemployment Insurance (company will pay for full salary). Voluntary health insurance & accident insurance (Bao Viet Tokio Marine Insurance 24/7. - Training:. . External or internal training courses. Internal workshop. Support Attending Conference. Scrum training. Order books based on member's requests. - Others:. . Grab expenses on the party day. Club activities, playstation, billiard, etc…. Free bike parking, fruits and coffee
5::delimiter::frontend::delimiter::ABOUT THE JOB. We are a realtime data activation team that enables businesses to sense and respond instantly to customer needs by turning realtime data into instant action.. This is an excellent opportunity to join a seasoned team that is working on the latest technology stack serving premium global customers. As a Software Engineer, you will play an active part in designing front-end components and services for new feature developments of the platform.​. RESPONSIBILITIES​​. Work alongside cross-functional counterparts including designers and the back-end team on new features.. Create the best possible user experience in our web applications.. Come up with creative, outside-the-box solutions for complex problems.. Write modular and maintainable front-end code.. Actively participate in writing unit tests, improving quality, and performing code reviews.. Actively work on our AWS cloud infrastructure.. Seek out new technologies and design patterns in collaboration with your counterparts; propose and drive changes with the customers in mind.​. Your Skills and Experience. B.S. or M.S. in Computer Science or related field.. 5+ years of software development experience.. Expertise in at least one modern JavaScript framework (AngularJS, React.js, Vue.js, etc).. Expert in HTML, CSS, JavaScript, and other display-centric web technologies.. A creative mind to apply the above technologies in cutting-edge and innovative ways.. A strong preference for problem-solving.. Fun and energy to an innovative team in a fast-paced environment.
